RideID,BookingStatus,IncompleteRide,Rating
R075552,Completed,No,3
R075553,Completed,No,3
R075554,Completed,No,2
R075555,Completed,No,2
R075556,Completed,No,4
R075557,Completed,No,4
R075558,Incomplete,Yes,2
R075559,Incomplete,Yes,1
R075560,Completed,No,2
R075561,Completed,No,5
R075562,Completed,No,2
R075563,Completed,No,4
R075564,Completed,No,2
R075565,Completed,No,4
R075566,Completed,No,2
R075567,Completed,No,2
R075568,Completed,No,2
R075569,Incomplete,Yes,3
R075570,Completed,No,4
R075571,Completed,No,2
R075572,Completed,No,2
R075573,Completed,No,4
R075574,Incomplete,Yes,3
R075575,Completed,No,3
R075576,Completed,No,2
R075577,Incomplete,Yes,1
R075578,Completed,No,4
R075579,Completed,No,2
R075580,Completed,No,3
R075581,Completed,No,3
R075582,Completed,No,1
R075583,Completed,No,5
R075584,Completed,No,4
R075585,Completed,No,5
R075586,Incomplete,Yes,4
R075587,Incomplete,Yes,5
R075588,Completed,No,3
R075589,Cancelled,No,3
R075590,Completed,No,5
R075591,Completed,No,2
R075592,Completed,No,4
R075593,Completed,No,1
R075594,Completed,No,5
R075595,Completed,No,3
R075596,Cancelled,No,5
R075597,Completed,No,4
R075598,Completed,No,5
R075599,Completed,No,4
R075600,Completed,No,1
R075601,Completed,No,2
R075602,Completed,No,5
R075603,Completed,No,3
R075604,Completed,No,4
R075605,Completed,No,3
R075606,Completed,No,5
R075607,Completed,No,2
R075608,Cancelled,No,2
R075609,Completed,No,4
R075610,Completed,No,5
R075611,Completed,No,3
R075612,Cancelled,No,2
R075613,Completed,No,3
R075614,Completed,No,1
R075615,Completed,No,4
R075616,Completed,No,2
R075617,Completed,No,3
R075618,Completed,No,2
R075619,Completed,No,4
R075620,Completed,No,3
R075621,Completed,No,1
R075622,Completed,No,1
R075623,Completed,No,4
R075624,Cancelled,No,3
R075625,Completed,No,3
R075626,Completed,No,2
R075627,Completed,No,5
R075628,Completed,No,4
R075629,Completed,No,1
R075630,Completed,No,1
R075631,Completed,No,4
R075632,Completed,No,5
R075633,Cancelled,No,3
R075634,Completed,No,1
R075635,Completed,No,1
R075636,Completed,No,1
R075637,Completed,No,5
R075638,Completed,No,3
R075639,Incomplete,Yes,5
R075640,Cancelled,No,2
R075641,Completed,No,4
R075642,Completed,No,5
R075643,Completed,No,3
R075644,Completed,No,1
R075645,Completed,No,4
R075646,Completed,No,3
R075647,Completed,No,3
R075648,Incomplete,Yes,4
R075649,Incomplete,Yes,5
R075650,Completed,No,5
R075651,Completed,No,2
R075652,Completed,No,1
R075653,Completed,No,2
R075654,Completed,No,2
R075655,Incomplete,Yes,5
R075656,Completed,No,2
R075657,Incomplete,Yes,5
R075658,Completed,No,1
R075659,Completed,No,5
R075660,Completed,No,1
R075661,Cancelled,No,3
R075662,Completed,No,1
R075663,Completed,No,5
R075664,Incomplete,Yes,2
R075665,Incomplete,Yes,3
R075666,Completed,No,5
R075667,Completed,No,2
R075668,Completed,No,3
R075669,Completed,No,5
R075670,Completed,No,5
R075671,Incomplete,Yes,5
R075672,Cancelled,No,2
R075673,Completed,No,2
R075674,Cancelled,No,4
R075675,Cancelled,No,5
R075676,Completed,No,2
R075677,Completed,No,4
R075678,Completed,No,5
R075679,Completed,No,5
R075680,Completed,No,3
R075681,Completed,No,1
R075682,Cancelled,No,4
R075683,Cancelled,No,5
R075684,Incomplete,Yes,3
R075685,Completed,No,2
R075686,Completed,No,4
R075687,Completed,No,4
R075688,Completed,No,2
R075689,Completed,No,2
R075690,Completed,No,4
R075691,Incomplete,Yes,2
R075692,Cancelled,No,2
R075693,Completed,No,4
R075694,Completed,No,1
R075695,Completed,No,1
R075696,Completed,No,4
R075697,Completed,No,4
R075698,Completed,No,1
R075699,Completed,No,3
R075700,Completed,No,2
R075701,Completed,No,5
R075702,Cancelled,No,5
R075703,Completed,No,3
R075704,Completed,No,3
R075705,Completed,No,4
R075706,Completed,No,1
R075707,Cancelled,No,2
R075708,Completed,No,4
R075709,Completed,No,5
R075710,Cancelled,No,5
R075711,Completed,No,2
R075712,Completed,No,2
R075713,Completed,No,2
R075714,Cancelled,No,2
R075715,Completed,No,1
R075716,Completed,No,4
R075717,Incomplete,Yes,4
R075718,Completed,No,1
R075719,Completed,No,5
R075720,Completed,No,3
R075721,Completed,No,5
R075722,Completed,No,2
R075723,Completed,No,5
R075724,Completed,No,1
R075725,Completed,No,1
R075726,Completed,No,4
R075727,Cancelled,No,4
R075728,Completed,No,3
R075729,Completed,No,4
R075730,Completed,No,2
R075731,Completed,No,5
R075732,Completed,No,3
R075733,Completed,No,3
R075734,Completed,No,1
R075735,Completed,No,5
R075736,Completed,No,2
R075737,Completed,No,4
R075738,Cancelled,No,4
R075739,Incomplete,Yes,5
R075740,Completed,No,3
R075741,Completed,No,4
R075742,Completed,No,2
R075743,Completed,No,5
R075744,Completed,No,3
R075745,Cancelled,No,3
R075746,Incomplete,Yes,5
R075747,Completed,No,2
R075748,Incomplete,Yes,2
R075749,Completed,No,4
R075750,Completed,No,1
R075751,Completed,No,2
R075752,Completed,No,3
R075753,Completed,No,2
R075754,Completed,No,5
R075755,Completed,No,4
R075756,Completed,No,5
R075757,Cancelled,No,3
R075758,Completed,No,5
R075759,Completed,No,3
R075760,Completed,No,1
R075761,Completed,No,5
R075762,Completed,No,1
R075763,Completed,No,1
R075764,Completed,No,2
R075765,Incomplete,Yes,3
R075766,Incomplete,Yes,4
R075767,Completed,No,1
R075768,Completed,No,5
R075769,Completed,No,5
R075770,Completed,No,4
R075771,Completed,No,3
R075772,Completed,No,5
R075773,Completed,No,4
R075774,Completed,No,1
R075775,Completed,No,4
R075776,Completed,No,1
R075777,Completed,No,4
R075778,Completed,No,1
R075779,Incomplete,Yes,2
R075780,Completed,No,3
R075781,Completed,No,1
R075782,Incomplete,Yes,2
R075783,Completed,No,2
R075784,Incomplete,Yes,3
R075785,Completed,No,5
R075786,Cancelled,No,4
R075787,Cancelled,No,4
R075788,Completed,No,3
R075789,Completed,No,5
R075790,Completed,No,1
R075791,Completed,No,3
R075792,Completed,No,5
R075793,Cancelled,No,5
R075794,Completed,No,1
R075795,Incomplete,Yes,4
R075796,Completed,No,3
R075797,Completed,No,2
R075798,Completed,No,3
R075799,Incomplete,Yes,1
R075800,Completed,No,1
R075801,Completed,No,2
R075802,Completed,No,3
R075803,Completed,No,3
R075804,Completed,No,4
R075805,Completed,No,2
R075806,Completed,No,2
R075807,Completed,No,2
R075808,Incomplete,Yes,1
R075809,Completed,No,2
R075810,Completed,No,4
R075811,Completed,No,4
R075812,Completed,No,4
R075813,Completed,No,2
R075814,Completed,No,1
R075815,Completed,No,3
R075816,Incomplete,Yes,3
R075817,Cancelled,No,2
R075818,Incomplete,Yes,5
R075819,Completed,No,3
R075820,Completed,No,4
R075821,Completed,No,2
R075822,Completed,No,4
R075823,Completed,No,5
R075824,Completed,No,3
R075825,Completed,No,3
R075826,Completed,No,4
R075827,Incomplete,Yes,2
R075828,Completed,No,5
R075829,Completed,No,2
R075830,Completed,No,1
R075831,Completed,No,1
R075832,Completed,No,5
R075833,Completed,No,4
R075834,Incomplete,Yes,3
R075835,Completed,No,2
R075836,Completed,No,2
R075837,Cancelled,No,3
R075838,Completed,No,5
R075839,Completed,No,2
R075840,Completed,No,5
R075841,Completed,No,2
R075842,Cancelled,No,4
R075843,Cancelled,No,4
R075844,Cancelled,No,2
R075845,Completed,No,5
R075846,Completed,No,1
R075847,Completed,No,1
R075848,Completed,No,1
R075849,Completed,No,1
R075850,Completed,No,5
R075851,Completed,No,5
R075852,Completed,No,5
R075853,Completed,No,4
R075854,Completed,No,4
R075855,Completed,No,1
R075856,Completed,No,1
R075857,Completed,No,3
R075858,Completed,No,4
R075859,Completed,No,2
R075860,Completed,No,1
R075861,Completed,No,5
R075862,Incomplete,Yes,5
R075863,Completed,No,2
R075864,Completed,No,2
R075865,Completed,No,5
R075866,Cancelled,No,1
R075867,Cancelled,No,4
R075868,Completed,No,4
R075869,Completed,No,5
R075870,Completed,No,4
R075871,Completed,No,5
R075872,Incomplete,Yes,4
R075873,Completed,No,2
R075874,Cancelled,No,1
R075875,Completed,No,5
R075876,Completed,No,5
R075877,Completed,No,3
R075878,Completed,No,2
R075879,Completed,No,1
R075880,Completed,No,4
R075881,Completed,No,5
R075882,Incomplete,Yes,3
R075883,Incomplete,Yes,5
R075884,Cancelled,No,3
R075885,Completed,No,4
R075886,Cancelled,No,4
R075887,Completed,No,2
R075888,Completed,No,3
R075889,Cancelled,No,2
R075890,Completed,No,4
R075891,Completed,No,2
R075892,Completed,No,1
R075893,Completed,No,2
R075894,Completed,No,4
R075895,Completed,No,4
R075896,Cancelled,No,3
R075897,Completed,No,1
R075898,Completed,No,2
R075899,Cancelled,No,4
R075900,Completed,No,1
R075901,Completed,No,4
R075902,Cancelled,No,3
R075903,Completed,No,1
R075904,Completed,No,1
R075905,Completed,No,1
R075906,Cancelled,No,2
R075907,Completed,No,3
R075908,Completed,No,4
R075909,Cancelled,No,2
R075910,Cancelled,No,2
R075911,Completed,No,2
R075912,Completed,No,3
R075913,Completed,No,2
R075914,Completed,No,5
R075915,Completed,No,5
R075916,Completed,No,5
R075917,Completed,No,2
R075918,Completed,No,5
R075919,Completed,No,5
R075920,Completed,No,1
R075921,Completed,No,4
R075922,Completed,No,1
R075923,Completed,No,1
R075924,Cancelled,No,2
R075925,Completed,No,1
R075926,Completed,No,5
R075927,Completed,No,4
R075928,Completed,No,2
R075929,Completed,No,3
R075930,Completed,No,1
R075931,Completed,No,4
R075932,Incomplete,Yes,3
R075933,Completed,No,5
R075934,Completed,No,2
R075935,Completed,No,3
R075936,Completed,No,4
R075937,Completed,No,1
R075938,Completed,No,2
R075939,Completed,No,5
R075940,Completed,No,3
R075941,Cancelled,No,5
R075942,Completed,No,4
R075943,Completed,No,4
R075944,Completed,No,5
R075945,Completed,No,4
R075946,Completed,No,2
R075947,Cancelled,No,2
R075948,Incomplete,Yes,4
R075949,Incomplete,Yes,5
R075950,Completed,No,3
R075951,Completed,No,1
R075952,Completed,No,1
R075953,Completed,No,3
R075954,Completed,No,1
R075955,Completed,No,3
R075956,Completed,No,3
R075957,Cancelled,No,4
R075958,Completed,No,2
R075959,Completed,No,4
R075960,Cancelled,No,1
R075961,Completed,No,3
R075962,Completed,No,4
R075963,Completed,No,1
R075964,Completed,No,1
R075965,Completed,No,5
R075966,Completed,No,5
R075967,Incomplete,Yes,5
R075968,Completed,No,1
R075969,Completed,No,2
R075970,Incomplete,Yes,1
R075971,Completed,No,5
R075972,Completed,No,3
R075973,Completed,No,3
R075974,Incomplete,Yes,2
R075975,Completed,No,4
R075976,Cancelled,No,1
R075977,Completed,No,3
R075978,Completed,No,2
R075979,Completed,No,2
R075980,Completed,No,5
R075981,Completed,No,2
R075982,Completed,No,3
R075983,Incomplete,Yes,1
R075984,Completed,No,2
R075985,Completed,No,1
R075986,Completed,No,4
R075987,Completed,No,1
R075988,Completed,No,4
R075989,Completed,No,2
R075990,Completed,No,2
R075991,Completed,No,2
R075992,Incomplete,Yes,2
R075993,Completed,No,1
R075994,Completed,No,4
R075995,Completed,No,2
R075996,Completed,No,2
R075997,Completed,No,1
R075998,Completed,No,5
R075999,Incomplete,Yes,4
R076000,Completed,No,5
R076001,Completed,No,5
R076002,Incomplete,Yes,4
R076003,Cancelled,No,4
R076004,Incomplete,Yes,5
R076005,Completed,No,1
R076006,Completed,No,2
R076007,Completed,No,1
R076008,Completed,No,4
R076009,Completed,No,4
R076010,Incomplete,Yes,5
R076011,Completed,No,1
R076012,Cancelled,No,1
R076013,Incomplete,Yes,1
R076014,Completed,No,5
R076015,Completed,No,4
R076016,Completed,No,1
R076017,Completed,No,3
R076018,Completed,No,3
R076019,Completed,No,5
R076020,Completed,No,4
R076021,Completed,No,3
R076022,Completed,No,1
R076023,Completed,No,3
R076024,Cancelled,No,4
R076025,Completed,No,2
R076026,Completed,No,5
R076027,Completed,No,3
R076028,Completed,No,5
R076029,Completed,No,5
R076030,Completed,No,2
R076031,Completed,No,1
R076032,Incomplete,Yes,4
R076033,Completed,No,4
R076034,Completed,No,5
R076035,Incomplete,Yes,2
R076036,Completed,No,1
R076037,Completed,No,2
R076038,Completed,No,3
R076039,Completed,No,5
R076040,Completed,No,1
R076041,Completed,No,2
R076042,Completed,No,4
R076043,Completed,No,2
R076044,Completed,No,1
R076045,Completed,No,1
R076046,Completed,No,4
R076047,Completed,No,1
R076048,Incomplete,Yes,1
R076049,Completed,No,4
R076050,Completed,No,1
R076051,Completed,No,5
R076052,Completed,No,5
R076053,Incomplete,Yes,5
R076054,Completed,No,3
R076055,Completed,No,1
R076056,Completed,No,3
R076057,Completed,No,1
R076058,Incomplete,Yes,3
R076059,Completed,No,5
R076060,Cancelled,No,1
R076061,Completed,No,3
R076062,Incomplete,Yes,1
R076063,Completed,No,4
R076064,Completed,No,2
R076065,Cancelled,No,5
R076066,Completed,No,3
R076067,Cancelled,No,1
R076068,Completed,No,5
R076069,Completed,No,3
R076070,Completed,No,4
R076071,Completed,No,1
R076072,Completed,No,3
R076073,Completed,No,3
R076074,Completed,No,3
R076075,Completed,No,3
R076076,Completed,No,5
R076077,Completed,No,3
R076078,Completed,No,1
R076079,Cancelled,No,3
R076080,Completed,No,3
R076081,Completed,No,4
R076082,Completed,No,4
R076083,Incomplete,Yes,2
R076084,Cancelled,No,4
R076085,Completed,No,2
R076086,Completed,No,1
R076087,Completed,No,1
R076088,Completed,No,4
R076089,Completed,No,2
R076090,Completed,No,5
R076091,Completed,No,2
R076092,Completed,No,4
R076093,Cancelled,No,5
R076094,Incomplete,Yes,4
R076095,Completed,No,4
R076096,Completed,No,4
R076097,Completed,No,3
R076098,Cancelled,No,1
R076099,Completed,No,4
R076100,Completed,No,2
R076101,Completed,No,5
R076102,Completed,No,2
R076103,Completed,No,1
R076104,Cancelled,No,1
R076105,Incomplete,Yes,1
R076106,Completed,No,5
R076107,Cancelled,No,1
R076108,Completed,No,4
R076109,Completed,No,3
R076110,Cancelled,No,2
R076111,Incomplete,Yes,4
R076112,Completed,No,2
R076113,Completed,No,1
R076114,Completed,No,2
R076115,Completed,No,3
R076116,Completed,No,4
R076117,Completed,No,4
R076118,Completed,No,3
R076119,Completed,No,1
R076120,Incomplete,Yes,1
R076121,Completed,No,4
R076122,Completed,No,3
R076123,Completed,No,2
R076124,Completed,No,3
R076125,Cancelled,No,4
R076126,Completed,No,5
R076127,Completed,No,2
R076128,Completed,No,4
R076129,Cancelled,No,5
R076130,Incomplete,Yes,1
R076131,Completed,No,2
R076132,Completed,No,3
R076133,Completed,No,4
R076134,Completed,No,1
R076135,Completed,No,1
R076136,Completed,No,2
R076137,Completed,No,4
R076138,Cancelled,No,5
R076139,Completed,No,5
R076140,Completed,No,2
R076141,Incomplete,Yes,5
R076142,Incomplete,Yes,2
R076143,Incomplete,Yes,2
R076144,Completed,No,5
R076145,Completed,No,2
R076146,Incomplete,Yes,2
R076147,Completed,No,4
R076148,Completed,No,4
R076149,Completed,No,5
R076150,Completed,No,5
R076151,Completed,No,4
R076152,Completed,No,2
R076153,Completed,No,1
R076154,Incomplete,Yes,4
R076155,Completed,No,3
R076156,Completed,No,1
R076157,Cancelled,No,1
R076158,Completed,No,4
R076159,Completed,No,4
R076160,Completed,No,5
R076161,Completed,No,3
R076162,Completed,No,3
R076163,Completed,No,2
R076164,Completed,No,5
R076165,Completed,No,3
R076166,Completed,No,3
R076167,Completed,No,4
R076168,Completed,No,1
R076169,Incomplete,Yes,4
R076170,Completed,No,2
R076171,Completed,No,2
R076172,Completed,No,1
R076173,Cancelled,No,1
R076174,Completed,No,5
R076175,Completed,No,5
R076176,Completed,No,2
R076177,Completed,No,5
R076178,Completed,No,5
R076179,Completed,No,1
R076180,Completed,No,1
R076181,Completed,No,2
R076182,Completed,No,2
R076183,Completed,No,5
R076184,Completed,No,2
R076185,Incomplete,Yes,4
R076186,Completed,No,3
R076187,Cancelled,No,3
R076188,Completed,No,3
R076189,Completed,No,5
R076190,Completed,No,3
R076191,Completed,No,2
R076192,Incomplete,Yes,2
R076193,Completed,No,1
R076194,Completed,No,4
R076195,Completed,No,2
R076196,Completed,No,2
R076197,Completed,No,1
R076198,Completed,No,1
R076199,Completed,No,2
R076200,Completed,No,5
R076201,Completed,No,3
R076202,Completed,No,3
R076203,Completed,No,4
R076204,Completed,No,5
R076205,Completed,No,1
R076206,Completed,No,2
R076207,Completed,No,1
R076208,Completed,No,3
R076209,Completed,No,5
R076210,Cancelled,No,5
R076211,Completed,No,2
R076212,Incomplete,Yes,4
R076213,Completed,No,2
R076214,Cancelled,No,3
R076215,Completed,No,1
R076216,Cancelled,No,1
R076217,Completed,No,5
R076218,Completed,No,2
R076219,Incomplete,Yes,4
R076220,Completed,No,5
R076221,Completed,No,1
R076222,Cancelled,No,2
R076223,Completed,No,3
R076224,Completed,No,5
R076225,Completed,No,4
R076226,Completed,No,3
R076227,Completed,No,1
R076228,Completed,No,1
R076229,Completed,No,4
R076230,Cancelled,No,2
R076231,Completed,No,4
R076232,Completed,No,5
R076233,Completed,No,2
R076234,Completed,No,4
R076235,Completed,No,1
R076236,Completed,No,2
R076237,Completed,No,3
R076238,Completed,No,2
R076239,Incomplete,Yes,5
R076240,Completed,No,5
R076241,Completed,No,3
R076242,Completed,No,4
R076243,Completed,No,5
R076244,Completed,No,2
R076245,Completed,No,4
R076246,Completed,No,3
R076247,Completed,No,1
R076248,Completed,No,3
R076249,Completed,No,1
R076250,Cancelled,No,2
R076251,Completed,No,1
R076252,Completed,No,2
R076253,Completed,No,5
R076254,Completed,No,5
R076255,Incomplete,Yes,5
R076256,Incomplete,Yes,4
R076257,Completed,No,3
R076258,Completed,No,4
R076259,Completed,No,3
R076260,Completed,No,4
R076261,Completed,No,3
R076262,Completed,No,4
R076263,Completed,No,1
R076264,Completed,No,1
R076265,Completed,No,2
R076266,Completed,No,1
R076267,Incomplete,Yes,4
R076268,Cancelled,No,3
R076269,Completed,No,3
R076270,Completed,No,5
R076271,Completed,No,4
R076272,Cancelled,No,1
R076273,Completed,No,5
R076274,Completed,No,5
R076275,Completed,No,2
R076276,Completed,No,1
R076277,Completed,No,3
R076278,Completed,No,5
R076279,Completed,No,1
R076280,Completed,No,4
R076281,Completed,No,3
R076282,Completed,No,3
R076283,Completed,No,2
R076284,Completed,No,3
R076285,Cancelled,No,1
R076286,Completed,No,2
R076287,Completed,No,4
R076288,Completed,No,4
R076289,Cancelled,No,2
R076290,Completed,No,3
R076291,Completed,No,5
R076292,Completed,No,1
R076293,Completed,No,3
R076294,Completed,No,3
R076295,Completed,No,1
R076296,Completed,No,1
R076297,Completed,No,3
R076298,Completed,No,5
R076299,Incomplete,Yes,5
R076300,Incomplete,Yes,2
R076301,Incomplete,Yes,3
R076302,Completed,No,4
R076303,Completed,No,5
R076304,Completed,No,2
R076305,Completed,No,5
R076306,Completed,No,2
R076307,Incomplete,Yes,2
R076308,Cancelled,No,1
R076309,Completed,No,1
R076310,Completed,No,3
R076311,Incomplete,Yes,1
R076312,Completed,No,3
R076313,Completed,No,5
R076314,Completed,No,5
R076315,Completed,No,5
R076316,Completed,No,5
R076317,Completed,No,5
R076318,Completed,No,1
R076319,Completed,No,3
R076320,Incomplete,Yes,1
R076321,Completed,No,3
R076322,Completed,No,2
R076323,Completed,No,2
R076324,Cancelled,No,4
R076325,Completed,No,4
R076326,Completed,No,1
R076327,Completed,No,4
R076328,Incomplete,Yes,1
R076329,Cancelled,No,1
R076330,Completed,No,1
R076331,Completed,No,4
R076332,Completed,No,4
R076333,Completed,No,3
R076334,Completed,No,2
R076335,Completed,No,2
R076336,Completed,No,5
R076337,Completed,No,3
R076338,Completed,No,5
R076339,Completed,No,2
R076340,Cancelled,No,3
R076341,Completed,No,5
R076342,Completed,No,3
R076343,Completed,No,1
R076344,Incomplete,Yes,1
R076345,Completed,No,5
R076346,Completed,No,4
R076347,Cancelled,No,3
R076348,Incomplete,Yes,1
R076349,Incomplete,Yes,4
R076350,Completed,No,2
R076351,Completed,No,4
R076352,Completed,No,3
R076353,Completed,No,1
R076354,Cancelled,No,5
R076355,Completed,No,5
R076356,Completed,No,2
R076357,Completed,No,5
R076358,Completed,No,2
R076359,Completed,No,5
R076360,Completed,No,3
R076361,Completed,No,3
R076362,Completed,No,3
R076363,Completed,No,5
R076364,Completed,No,5
R076365,Completed,No,1
R076366,Completed,No,1
R076367,Completed,No,2
R076368,Completed,No,2
R076369,Incomplete,Yes,1
R076370,Completed,No,1
R076371,Completed,No,1
R076372,Completed,No,3
R076373,Completed,No,5
R076374,Cancelled,No,1
R076375,Completed,No,4
R076376,Completed,No,5
R076377,Completed,No,5
R076378,Completed,No,4
R076379,Completed,No,5
R076380,Incomplete,Yes,2
R076381,Incomplete,Yes,4
R076382,Completed,No,2
R076383,Completed,No,2
R076384,Completed,No,2
R076385,Cancelled,No,2
R076386,Completed,No,4
R076387,Completed,No,4
R076388,Incomplete,Yes,3
R076389,Completed,No,1
R076390,Completed,No,2
R076391,Completed,No,3
R076392,Incomplete,Yes,5
R076393,Cancelled,No,4
R076394,Completed,No,2
R076395,Completed,No,3
R076396,Completed,No,3
R076397,Completed,No,3
R076398,Incomplete,Yes,3
R076399,Completed,No,2
R076400,Incomplete,Yes,1
R076401,Completed,No,1
R076402,Completed,No,4
R076403,Completed,No,3
R076404,Completed,No,2
R076405,Completed,No,3
R076406,Completed,No,2
R076407,Completed,No,2
R076408,Completed,No,3
R076409,Completed,No,5
R076410,Completed,No,1
R076411,Completed,No,3
R076412,Completed,No,4
R076413,Completed,No,3
R076414,Incomplete,Yes,1
R076415,Completed,No,2
R076416,Incomplete,Yes,4
R076417,Completed,No,4
R076418,Completed,No,3
R076419,Completed,No,4
R076420,Completed,No,2
R076421,Completed,No,3
R076422,Completed,No,2
R076423,Completed,No,3
R076424,Incomplete,Yes,3
R076425,Completed,No,1
R076426,Incomplete,Yes,4
R076427,Incomplete,Yes,4
R076428,Completed,No,4
R076429,Completed,No,2
R076430,Completed,No,3
R076431,Completed,No,1
R076432,Completed,No,4
R076433,Completed,No,5
R076434,Completed,No,1
R076435,Completed,No,4
R076436,Completed,No,5
R076437,Incomplete,Yes,1
R076438,Completed,No,2
R076439,Completed,No,4
R076440,Incomplete,Yes,5
R076441,Completed,No,4
R076442,Completed,No,4
R076443,Cancelled,No,4
R076444,Completed,No,2
R076445,Completed,No,5
R076446,Completed,No,5
R076447,Completed,No,2
R076448,Completed,No,4
R076449,Completed,No,3
R076450,Completed,No,1
R076451,Completed,No,3
R076452,Completed,No,5
R076453,Cancelled,No,2
R076454,Completed,No,1
R076455,Completed,No,3
R076456,Cancelled,No,2
R076457,Completed,No,5
R076458,Completed,No,1
R076459,Completed,No,5
R076460,Completed,No,4
R076461,Completed,No,1
R076462,Cancelled,No,2
R076463,Completed,No,5
R076464,Completed,No,1
R076465,Incomplete,Yes,1
R076466,Completed,No,4
R076467,Completed,No,1
R076468,Completed,No,3
R076469,Completed,No,1
R076470,Completed,No,2
R076471,Cancelled,No,2
R076472,Completed,No,1
R076473,Completed,No,5
R076474,Completed,No,3
R076475,Completed,No,4
R076476,Incomplete,Yes,1
R076477,Completed,No,3
R076478,Incomplete,Yes,3
R076479,Completed,No,1
R076480,Completed,No,1
R076481,Completed,No,2
R076482,Completed,No,3
R076483,Completed,No,3
R076484,Completed,No,2
R076485,Completed,No,4
R076486,Completed,No,4
R076487,Incomplete,Yes,3
R076488,Cancelled,No,3
R076489,Cancelled,No,5
R076490,Completed,No,4
R076491,Completed,No,5
R076492,Completed,No,1
R076493,Completed,No,4
R076494,Completed,No,4
R076495,Completed,No,2
R076496,Completed,No,1
R076497,Completed,No,5
R076498,Cancelled,No,1
R076499,Completed,No,1
R076500,Completed,No,3
R076501,Completed,No,5
R076502,Completed,No,1
R076503,Completed,No,1
R076504,Completed,No,2
R076505,Completed,No,3
R076506,Completed,No,5
R076507,Completed,No,3
R076508,Completed,No,4
R076509,Completed,No,1
R076510,Completed,No,2
R076511,Incomplete,Yes,1
R076512,Completed,No,2
R076513,Cancelled,No,2
R076514,Completed,No,3
R076515,Completed,No,5
R076516,Completed,No,4
R076517,Completed,No,2
R076518,Completed,No,4
R076519,Completed,No,5
R076520,Completed,No,2
R076521,Completed,No,4
R076522,Completed,No,1
R076523,Completed,No,1
R076524,Completed,No,4
R076525,Completed,No,5
R076526,Completed,No,1
R076527,Completed,No,1
R076528,Completed,No,1
R076529,Completed,No,5
R076530,Completed,No,3
R076531,Completed,No,1
R076532,Completed,No,5
R076533,Completed,No,5
R076534,Completed,No,5
R076535,Completed,No,3
R076536,Completed,No,5
R076537,Completed,No,2
R076538,Incomplete,Yes,5
R076539,Completed,No,5
R076540,Completed,No,3
R076541,Completed,No,5
R076542,Completed,No,5
R076543,Completed,No,4
R076544,Completed,No,1
R076545,Incomplete,Yes,3
R076546,Completed,No,3
R076547,Completed,No,4
R076548,Completed,No,2
R076549,Cancelled,No,3
R076550,Incomplete,Yes,2
R076551,Completed,No,2
R076552,Completed,No,3
R076553,Completed,No,3
R076554,Completed,No,4
R076555,Incomplete,Yes,4
R076556,Completed,No,3
R076557,Completed,No,5
R076558,Completed,No,5
R076559,Completed,No,1
R076560,Incomplete,Yes,5
R076561,Completed,No,5
R076562,Completed,No,2
R076563,Completed,No,2
R076564,Completed,No,2
R076565,Completed,No,3
R076566,Incomplete,Yes,3
R076567,Completed,No,3
R076568,Incomplete,Yes,4
R076569,Completed,No,5
R076570,Completed,No,4
R076571,Completed,No,1
R076572,Completed,No,4
R076573,Completed,No,1
R076574,Completed,No,2
R076575,Completed,No,5
R076576,Cancelled,No,2
R076577,Completed,No,4
R076578,Completed,No,3
R076579,Completed,No,1
R076580,Completed,No,2
R076581,Incomplete,Yes,2
R076582,Completed,No,2
R076583,Completed,No,2
R076584,Completed,No,5
R076585,Completed,No,4
R076586,Completed,No,2
R076587,Completed,No,3
R076588,Cancelled,No,4
R076589,Completed,No,4
R076590,Completed,No,5
R076591,Completed,No,4
R076592,Completed,No,2
R076593,Completed,No,3
R076594,Cancelled,No,1
R076595,Completed,No,4
R076596,Completed,No,4
R076597,Incomplete,Yes,3
R076598,Completed,No,5
R076599,Completed,No,1
R076600,Completed,No,5
R076601,Completed,No,5
R076602,Completed,No,3
R076603,Incomplete,Yes,4
R076604,Completed,No,1
R076605,Completed,No,3
R076606,Completed,No,4
R076607,Completed,No,3
R076608,Completed,No,3
R076609,Completed,No,1
R076610,Completed,No,2
R076611,Completed,No,3
R076612,Completed,No,1
R076613,Completed,No,3
R076614,Completed,No,5
R076615,Completed,No,2
R076616,Cancelled,No,2
R076617,Completed,No,1
R076618,Completed,No,4
R076619,Completed,No,3
R076620,Completed,No,5
R076621,Completed,No,3
R076622,Completed,No,3
R076623,Completed,No,5
R076624,Completed,No,1
R076625,Completed,No,1
R076626,Completed,No,5
R076627,Completed,No,4
R076628,Completed,No,2
R076629,Completed,No,3
R076630,Completed,No,3
R076631,Completed,No,3
R076632,Completed,No,1
R076633,Completed,No,1
R076634,Completed,No,4
R076635,Completed,No,1
R076636,Cancelled,No,1
R076637,Completed,No,4
R076638,Completed,No,2
R076639,Cancelled,No,1
R076640,Cancelled,No,5
R076641,Incomplete,Yes,5
R076642,Completed,No,5
R076643,Completed,No,2
R076644,Completed,No,2
R076645,Completed,No,1
R076646,Completed,No,3
R076647,Cancelled,No,1
R076648,Completed,No,1
R076649,Completed,No,3
R076650,Completed,No,1
R076651,Completed,No,5
R076652,Incomplete,Yes,3
R076653,Incomplete,Yes,3
R076654,Incomplete,Yes,4
R076655,Completed,No,4
R076656,Completed,No,2
R076657,Completed,No,5
R076658,Completed,No,1
